Nama,Review,Rating,Tahun
Jalan dan Jajan,Pelayanan ramah. Racikannya pas. tapi sayang tidak disediakan colokan charger HP.,5,2019
iam Tri,Tempat nya nyaman dan enak buat nyntai:),5,2024
Saepul Bahri,Tempatnya bagus enak nyaman parkirannya lumayan,5,2022
syakirah solehah,"Pelayannya baik, ada promo diinfokan. Jadi kami makan keluarga besar ber 5 hanya 220 k lengkap dengan hidangan penutup lagu. Udah kenyang dan bisa di bawa pulang juga sisanya, Krn terlalu kenyang.",5,2023
wenny susanti,Staf ramah. Siap membantu,5,2025
kang pian,Salahsatu tempat terdekat dr kawasan perumnas 1.2 jati uwung dan sekitar nya,5,2020
Rizki Aldiansyah23,tempatnya nyaman,5,2025
Rian Hermawan,tempat nya bersih dan nyaman,5,2025
Dini Anita,*Edit my review*Di tahun 2023 ini. Aku tetap memberikan jempol kepada pelayanan di sini karena sikap ramahnya. Suasana terbaru makin bersih Richeese dan makin nyaman untuk ,5,2024
Muhammad Ghani,Toilet nya bersih dan nyaman,5,2025
steven himawan,Makanan memuaskan keunggulan utama terdapat di bumbu dan keju nya,5,2019
Dodi irawan,"Peayanan nya ramah,, tempatnya nyaman, akses lokasi strategis",5,2021
Jenny Tristi,"Baru pertama kali ke richeese cabang ini, bedaaaa banget sama cabang yg di Daan Mogot (polres Tangerang)Disini pengunjungnya lebih rame. Tempatnya lebih berkonsep (industrial modern). ",5,2024
Lia Fadhila HS,"Tempatnya nyaman, bersih, terang. Tempat cuci tangannya juga bersih. Setelah direnovasi bener bener bagus banget si tempatnya. Lebih terang dan tempat duduknya ditambah jadi lebih nyaman. Pelayanannya juga lebih bagus karena sampah sampah ",5,2023
carisa alia,"yg bersih2nya super ramah, the best pak parman",5,2024
armira natasya,rasanya enak harganya pas di kantong,5,2024
Kwa Kimhin,Mantap sih tetapi kalau buat ojol antria nya terlaalu ramai pas kalau dpt duluan jarak tempuh nya agak jauh dari resto tetap antri dari belakang padahal makan nya siap saji tapi tgu nya terlalau lama kalau buat ojol.,5,2023
M.Rizky Mulyadi,Bagus banget makan ini bikin mood jadi naek,5,2024
Dondon Garage,Ayamnya mantab apa lagi yang pedas  menggugah selera... ,5,2023
Safirah Ishami,"Pelayanan termasuk cepet. Padahal yang antri lumayan banyak. Waktu kesana AC nggak kerasa. Semacam keluar anginnya aja. Nggak dingin. Bayangin kalo dine in, makan pedes. Pasti gerah banget. Tempat parkir mobilnya kurang luas",5,2022
yatna lim,"Untuk ajak anak dan keluarga. Cukup disini saja. Dekat dgn kfc juga, ada pizza hut di seberang lewat dikit",5,2024
Linda Lestari,"Tempatnya nyaman,  menu nya enak,  pelayanan ramah dan lokasi nya dekat rumah",5,2024
Dby Satya,"Ayam goreng tepung saos pedasnya the best mmg recheese krn jenis saos bbq pedasnya basah. Level 4 xtreme uda kepedesan.Saos cheesenya de best, anakku paling suka",5,2023
Tri radiyoko,Makanan enak cocok untuk anak mudaLayanan ramah bagusNyaman mudah d jangkau di Cimone Tangerang,5,2024
Bella Y. Rachmawati,rasanya ya seperti fast food pada umumnya hihihi,5,2024
Umi Khasanah,Enak buat nongkrong bareng keluarga/temen,5,2019
agung gusmara,"Makanan nya enak, tempat nya nyaman banget",5,2019
Fahmi Ridho,"Tempatnya cukup nyaman untuk makan di tempat, ada 2 lantai. Parkir jg cukup, ada di depan dan belakang. Soal makanan ya lumayan lah, saos kejunya sih yg jd ciri khasnya. ATM jg ada.",5,2022
melan kamal,Salah satu resto yg menyediakan menu makanan dr ayam yg bervariasi dan punya level rasa pedasMantab ,5,2023
Andy Setiyawan,enak ayam Kentaki nya,5,2024
Iyan Julio,Enak banget. Level nya 1 sampai 5..Kalo ga kuat pedas jangan level 5. Standar aja..Tp ada ayam non pedas juga kok.. kentang goreng juga ada byk variasi,5,2021
Nick Arians,Tempat bersih dan rapi,5,2025
Hanna -Lynie-,Favorit yg di Cimone Pokoknya  Tempatnya enak.. Makanannya jg enak.. Ramah juga yg ngelayaninnya.. ,5,2024
Yudi,"Pelayanan, kebersihan, dan lokasinya ok bangetBuat yang gamau jauh jauh ke Richeese kisamaun atau tangcit, outlet ini bisa jadi pilihan. Tempatnya cozy juga",5,2023
Fandy BA,"Mantap, dengan menu yang berbeda tambah jos",5,2019
Doy Texide,Sedikit menunggu wajar krn bgtu banyaknya pesanan,5,2024
Ibo Tea,"lokasi yang mudah di cari dan tempat strategis, tempat yg bersih cocok untuk makan dibtempat.",5,2024
Grace Audina,Enak richeese ga terlalu ribet social distancingnya. Aku masih duduk b2 sama suamiku ga perlu jauh2 kayak mekdinal.. tapi tiap kesini kenapa ya pink lava habis? Aku emg dtg selalu malam sih. Tp sayang aja. Soalnya ngincer itu.,5,2021
agnes prisilia,"Hy guys ketemu lagi dengan saya,disini saya mau review tentang richeese factory yg ada di cimone disana tu tempatnya cocok banget buat kita ngumpul - ngumpul atau meeting sama rekan kerja, sahabat, teman,bahkan keluarga nah buat kalian yg ",5,2018
rynaldi darmawan,"Minuman lava pink nya uenakkk seger, ayam goreng pedes nya juga maknyoss enak, tersedia berbagai level pedas...t4 parkirnya luas, restonya juga luas.Recommended lah bagi pecinta ayam goreng pedass",5,2022
krisna eri,"Makanan nya enak, hahahaha  ",5,2023
Mardhika Lunaria,"Richesse di pinggir jalan daerah Cimone tangerang, tidak buka 24 jam. Sampai jam 10 malam saja, saya datang jam 9 menu masih lengkap, pilihan masih banyak, lokasi masih di renovasi, jadi sedikit berantakan. Parkiran agak sempit, tapi ",5,2019
Steven lai,"Tempat nya bagus ,pelayanan lumayan ,cuman daerah tersebut terkadang ada pengemis yang mengamen didepan restoran daerah situ ,saya pernah lagi makan ,cuman liat dia sekilas ,saya kgk kasih eh dia ngegebrak kaca restoran recheese...",5,2019
Lintang Hardini Kusumaningtyas,"Level 5 nya masih suka berubah-rubah pedesnya. Terkadang beberapa menu juga kosong, karena stok kurang sedangkan pembeli banyak.",5,2019
Xiulhand,Baru beberapa kali sih kesini tapi emang tempatnya selalu rame ajja... Suka makan disini soalnya lebih deket dari rumah pacar... Hhahahaa...,5,2022
AW,Buat kalian pecinta pedas serta dibalutin dengan keju yang ENAK banget kalian mesti ke Richeese Factory Cimone buat kalian yang berada di Karawaci. Siapa sih yang tidak ke al dengan makanan satu ini yang sudah Trend serta laku di kaum para ,5,2019
Iwan S,Penyajian cepat dan tempatnya juga nyaman,5,2023
Yansen Doang,"Jatuh cinta dengan citarasa chicken di sini dengan paduan bumbu pedas dan keju cocol nya, so spicy and cheesaya. Love it. Richeese disini juga tempat nya nyaman dan cukup banyak meja dan kursi untuk menampung pengunjung. Lokasi nya bersebelahan dengan KFC Cimone. Di sebelah perumahan Natura Residence dan SPBU Cimone. Recommended",5,2019
Himayatul Ulya,"Tempatnya enak, lumayan nyaman, parkiran jg lumayan luas...Untuk makanan, masih top seperti biasa...Lezat  ",5,2022
Abdul Aziz Latif Nasution,"Enak,tempatnya nyaman ada dua lantai indoor atau outdoor juga ada ,lokasinya cukup strategis pas dipinggir jalan",5,2023
Nino Jaksel,"Makanan favorite, gak tau kenapa suka banget sama richeese mungkin krena saya pecinta pedas maknya makanan satu ini gak boleh kelewatan,, biasa nya saya pesan level 5 tambah saus level 5 jugaa hihi, kalian ada yg berani makan level yg sama dengan saya ???  ",5,2019
SsProject channel,Ramah pelayanannya tempat rapih,5,2023
PajeRUN,Mantap Fire Chicken nya lv 5 berasa bener dibibir berasa juga panas juga diperut kwkwkwkw. Tempat Lumayan strategis sih pinggir jalan cimone disampingnya juga ada saingannya yaitu ayam KaEfCeh kwkwkwk.,5,2018
Mabruri Ali,Bersih dan nyaman,5,2024
Haryono Gelo,Adeeem ..... pelayanan oke,5,2024
Dani Syaparuddin,Enak pedasnya mantap..kejunya gurih,5,2024
Itha Kaitlyn,"Tempatnya ok,ada 2 lantai yang tersedia..pilihan makanannya bervariasi,dan tingakat kepedasannya anda bisa memilih..harga terjangkau.",5,2020
Tri Soejatmiko,"Pegawainya kurang banyak, ngantrinya kelewatan dikasir, butuh waktu lama untuk makan, karena habis waktu untuk mengantri, segera perbaiki.",5,2022
Saefudin,"Pelayanan ramah banget, murah senyum, apalagi yg cantik ky Arab.Pertahankan terus citra resto ini.",5,2020
Tony Mulyadi,"Tempatnya asik ada lantai 2nya, pekerja kebersihannya sangat baik",5,2024
Mahfudin Cuple,"Ada outdoor smoking area di lantai 2, sekalian lihat jalan kan enak, tapi parkirannya gk Jelas",5,2021
akhmad mulyadi,"Sajiannya cukup rapi menunya pun enak-enak harganya standar cocok untuk di kantong para pekerja, untuk kekurangannya cuma di cleaning service tugasnya agak lalay",5,2019
Channel Indah,"Tempat terfavorit gw banget, dengan ayam yg super pedesnya berlevel dari 1-5 yg bakal buat lo ketagihan dan mau beli lagi",5,2019
Jumanta,Overall bagus cuman parkirnya kurang luas dan sistem parkirnya agak loading meja layanan nya sedikit tapi keren lah pinggir jalan banget Cimone,5,2020
Harry Valent,"Ayamnya menurut saya stylenya mirip dengan ayam Wendys, yg crispynya agak keras dan pahit tapi masih oke dan cocok kalau pake barbeque saucenya",5,2019
Penny Imran,"Ayam pedasnya menggugah di lidah, ditambah lagi saus kejunya jika keduanya dicampur kita Meraskan Sensasi dari kelezatan recheese ini",5,2019
Dt Ppp,Seperti Richesee pada umumnya,5,2023
Matius Ardiansyah,"rasa mantab, service cukup, fasilitas cukup, parkir agak sempit, banyak promo klo beli lewat aplikasi ojol.. hehe :p",5,2020
Ratu asika,"Selalu sukan makan @Richeese factory cimone, yg akses jalannya gak terlalu jauh dari rumah,,, paling suka sama saus kejunya serta Ayam dan minumannya yg pink.",5,2020
IRGE IRGalaxy Team,Overall dah pas lah cuman kaya nya perlu ada tambahan pegawai kebersihan deh,5,2023
Roby,Walau penyajian pesanan lama tapi kasih bintang 5 aja karena enak rasa nya ,5,2022
Nur Hadijah,Mungkin kudu ada kursi meja bayi,5,2024
Abdul Aziz,"Klo yg suka pedes silakan makan di sini, tempat sangat strategis, parkir mobil dan motor luas. Tempat makanna nyaman.",5,2021
Capung Now,Rasanya enak dengan pilihan pedas yang variatif,5,2019
Yuni Wulansari,"tempatnya luas dibagian atas. nyaman, ada buat area smoking juga buat suami.",5,2023
Rizcky Rhamdan,ada lantai 2 nya. parkirannya luas. tapi kang parkir nya cuma duduk santai manja manja asu di pintu masuk nya,5,2022
Nina Aja,Ngantri terus disini. Karna serame itu. Kalo untuk suasana enak sih nyaman,5,2023
Indah Hayati,Pengalaman pertama datang ke richeese cimone... mba'nya sabar bgt ksh saran  wlpun saya nanya berulang dan murah senyum mbanya.  Mksh ya mba udh memberikan pelayanan penuh. Sukses dan majuu buat Richeese Factory  ,5,2018
Dea Ayu megawati,"Tempatnya sip, parkir, tempat makan, toilet & musholla semuanya nyaman",5,2023
kak syahril,Luas namun di lantai dua tidak tersedia fasilitas cuci tangan (hanya ada di lantai 1).,5,2019
Ahmad Nuriman,Joss buat nongki2 dah....,5,2019
Deni Zainal,Level pedas bisa anda tentukan sendiri dgn saus keju yang di resto lain tidak ada,5,2021
osel Sims,"Tempat makan yg berhasil duetin antara keju sama pedas, dan minuman pink lava fav bangettt",5,2022
Bang AMBET,PD saat lagi ada promo restonya rame. Kebetulan pelayanannya bagus,5,2022
Sutrysno Rayani,"Tempatnya cukup luas dan dekat dengan spbu, dan terminal sehingga akses menuju tempat ini termasuk mudah.",5,2017
ahmad supandi,"Suka pedas??? Coba rasakan pedasnya di Recheese Factory yang berlokasi di ruas jalan merdeka, tepatnya di samping SPBU",5,2019
Muhidin Udin,"Tempat nya nyaman, asik banget klw lagi pacaran..",5,2023
sony wibisono,"Tempatnya luas, product nya enak, service nya lbh cpt dr Richeese lain, pokoknya mantab deh",5,2020
Allin Hestiana,"Pink lavanya enak bgt, tempatnya juga nyaman ga terlalu rame jadi puas deh",5,2022
Fikran Fikran,"Tempatnya nyaman,bersih jg rapi  ",5,2024
STEVY VLOG,Masakannya enak..Ramah pelayanannya.. Aku kasih bintang 5 plus,5,2020
Ikha Nurmeilina,Ramenya kala promo tiba ,5,2019
Jenny Soputan,Pertama kalinya dan hanya berkunjung utk undangan hut. Jadi tdk ada yg berkesan,5,2019
mirwan Dwi,Terletak di Jalan Gatot Subroto/Merdeka tempat yang strategis sangat cocok untuk makan dan bersantai bersama keluarga,5,2022
adi.dassler,"Ayamnya garing, sausnya mantap",5,2024
yudha anto,"Masih penasaran sama sambel fire wings bisa pedesnya nempel banget gt resepnya apa yah,?",5,2019
Dessy Agus,Pokoknya mantap..Cuman AC nya kurang dingin..Tpi ggp lah,5,2018
jendral Ardi,ngantri ayam dulu,5,2019
Dody Purnomo,Tempatnya enak dan nyaman. Tadi pilih menu Pedes Level hottest...  ,5,2020
enisuryani batubara,mkanannya enak tmpatnya mudah d jangkau..bersih.. enak buat ngumpl..,5,2019
Imas doloy kembang pete chanel,Pengen nyobain menu Barunya cuman belom sempet kesono lg,5,2022
Subandi (Bandi),"Tempat makan yg nyaman, karena outlet sendiri dan tempat parkir yg luas",5,2020
Nanda Lestari,Kalau ingin makan richeease tapi males ngantri lama disini aja. Datengnya hari kerja,5,2020
Felisya Dewi Nindya,"enak, pelayanan cepat",5,2024
fauziyah nurlaili,"Tempatnya strategis untuk dikunjungi oleh orang yang tidak punya kendaraan pribadi, nyaman, bersih",5,2019
Deden Prayitno,Tempatnya selalu ramaiTempat parkir amanDekat dengan pom bensin..,5,2018
Anin Tjh,Pelayanannya baik hanya saja sering kali mengantri lama,5,2019
zata ihsanfauzan,enak dah pokoknya,5,2024
yonathan andrea,"Bersih, nyaman, dan dingin juga ruangannya, ada 2 lantai juga lho....",5,2020
Muhammad Fascal Bhaskara,"Walaupun kecil, tapi tempat parkirnya lumayan lega. Bagus",5,2021
Novan Toro,Tempatnya enak dan nyaman menyediakan pesta ulang tahun,5,2019
Yuliato Ant,Makanannya enak2 semua,5,2024
Radius Suryadi,Nyaman strategis asiek juga tempat nya,5,2024
Ning S,Tempatnya nyaman,5,2019
Dani Alfarizi,"Tempatnya strategis, rapih, ada tempat parkirnya juga.",5,2021
iwan qway,Ni lumayan lah..buat anak muda buat tongkrongan pas lah,5,2019
Tunggul Nugroho,Pedesnya nagih,5,2018
Anugrah Agung,Pelayanannya baiiik,5,2019
Abu Sofyan,"enak nongki di lantai 2 nya, ga panas dan luas",5,2021
Isnoto Tarkam,Playanan dah kaya pizza aja moder baru Ricis ,5,2023
Firmansyah Bali,"Nyaman tempat duduknya, ada saung nya",5,2022
Muchamad Desta Fadilah,lawannya kfc...  tapi skrng rasa ayam kfc sedikit gak enak,5,2019
Buceu Gartina,Antri beud...klo bisa kasir nya di perbanyak,5,2020
Widia Rahma Julia,"bagus. enak tempatnya, makanannya juga",5,2021
Fadly Rahman Arief,Tempatnya enggak banget kurang menarik  ,5,2020
Rudi Tea,Nyaman dan Cepat untuk pesan makanan Nya,5,2018
CatatanNay Official,makanan ayam dengan sensasi sambal yg bisa bikin nangis genks,5,2020
Jael Muhamad,tempat sangat nyaman .. top dah ..,5,2019
Halimahtu Sadyiah,Pelayanan ya lambat,5,2023
Hamid Siddique,Bagus sekali,5,2025
Agi Febrian Trihadijaya,"Sajikan makanan pedas seperti fire chicken (menu paling favorit), cheesaya chicken, cheesaya potato wedges. Dan untuk minumannya, kafe ini menyajikan pink lava dan Fruitarian. Ini adalah tempat yang bagus untuk pencari orang paling pedas.",5,2018
ZERO NINE AREA,"Layanan mereka sangat baik, ketika saya tidak bisa menghabiskan semua makanan saya, saya meminta staf untuk mengemasnya & dia melakukannya dengan senang hati. Terima kasih",5,2021
Nurdian Kusumah,Kelazzz,5,2025
Tommy K,Hmm enak,5,2024
Marsel Estefan Lie,"Tempat makannya enak, selalu suka saus keju dari richeese",5,2024
augusts rizals,Tempat yang bagus dan restoran yang bagus untuk makanan rasa panas Anda,5,2022
mau lepaz,Lezat dan enak. Harga murah dan tempat makan enak,5,2019
Atharrazka,waktu untuk diri sendiri,5,2023
Alif Latifah,Ulasan Netral,3,2024
Pirman Joy,gunung,5,2024
Yonita Sulista,"Tempatnya ok, tempat parkirnya banyak & tidak terlalu ramai",5,2020
JEJAK KANG MUH,Anda dapat mengundang keluarga dan teman,5,2020
lucky romanda,Makanan enak laah. Borong kuyyy,5,2021
Andry BL,Oke makanan enak,5,2024
Hendra Yumardi,Apakah binatang itu ,5,2025
Samuel Hidayat,Suasana yang diperbarui dan menyenangkan. Membersihkan.,5,2023
Judika MS,Ayam pedes keju ? Siapa yang bisa menolaknya?  ,5,2019
Willy Gunawan,Tempat terbaik untuk bersantai. Ayam pedas dengan saus keju yang lezat.,5,2018
Novi Maryani,Ulasan Netral,3,2023
Harry Onggara,Ulasan Netral,3,2020
Cici Wahyuni,Banyak,5,2020
Doti Tri Prasetio,"Dekat komplek perumahan, akses mudah",5,2021
Suryan Lestianto,Nyaman. Bagus,5,2023
Aryanti Muharramah,Ulasan Netral,3,2020
Neneng Amalia Yuningsih,Ulasan Netral,3,2021
TeknoRev,Tempat yang nyaman dengan ayam yang sangat panas,5,2018
Steven Demarsega,Orang kaya yang rasanya enak,5,2019
maulana adiwara,"Makanan enak, tempatnya bagus",5,2019
Pangesti Budi,Ulasan Netral,3,2022
Teguh Rachmat Haryanto,Cinta itu,5,2021
Hazi Zulhamsyah,Cinta ir,5,2018
M. IBNUL MUBAROK,Jika jika,5,2020
Kim Heny,"Pelayanan cepat, tempat bagus.",5,2020
Oni Rohani,Sangat bagus,5,2022
rose 27,Ayo..,5,2022
Andrew Joshua Kasmita,Saya akan kembali dengan lebih banyak uang,5,2020
Monalisa Mon,Pedesnya napol,5,2020
Nasai Sai,Pasilitasnya terus berlanjut,5,2019
Mariana Kahar,Ulasan Netral,3,2020
agung poenya,muantul,5,2024
Rizky Fadilah Channel,Makanan enak,5,2019
Agung Rizky,Saya terkena diare keesokan harinya,5,2020
Moch Irpan,Ulasan Netral,3,2022
iftan zuher,Ulasan Netral,3,2019
Ibnu Kalabi,Ulasan Netral,3,2025
Ervina Junita,Ulasan Netral,3,2025
Rina Hasim,Ulasan Netral,3,2024
KIM DEVI PERMATASARI,Ulasan Netral,3,2021
aljair 1984,Ulasan Netral,3,2024
Nurinuri Channel,Ulasan Netral,3,2019
Serla Juwita Purwati,Ulasan Netral,3,2024
Fathian Hafidzuan Syafiq,Ulasan Netral,3,2021
Didi Riyanto,Ulasan Netral,3,2024
Rohadi Putro,Ulasan Netral,3,2024
Faisal Hasan,Yoi mantaap,5,2023
Lely Fadila,Ulasan Netral,3,2023
Anita,EnK,5,2023
andri sukma,Ulasan Netral,3,2020
billy jordan,Ulasan Netral,3,2024
Tri Albertus Wicaksono,Ulasan Netral,3,2024
Ita Widya,Ulasan Netral,3,2023
Simon 11 Liu,Ulasan Netral,3,2024
alchoni Resta,Ayo pergi,5,2018
rehat. com (AJ),Ulasan Netral,3,2024
Kavivah Sivaur Rahmah,Ulasan Netral,3,2023
Ratih Wulandari,Terbaik...,5,2022
Edy Arifin,Ulasan Netral,3,2023
document matkul,Ulasan Netral,3,2023
Rullyan Gery,Ulasan Netral,3,2023
Afzalurahman Azhar,Ulasan Netral,3,2023
Agus Santoso,Ulasan Netral,3,2023
Tonny Tedjomuljo,Ulasan Netral,3,2023
Fadjar Sumedang,Ulasan Netral,3,2023
Diny Eva,Enaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaak,5,2018
Nurlita ratna sari,suasananya oke,5,2020
Muhammad Farid,Makanan favorit saya,5,2019
Yulius Hardian,Tidak apa-apa,5,2018
Hendri Ahmad,Oke,5,2023
Ricky Afandi,Ya,5,2022
Hendrik Hendrik,Enakkk,5,2020
Last Soldier,enakkk,5,2020
Qintha,Bagus,5,2018
Nanda Adnan,Bagus,5,2022
Irwinsyah Ir,bagus,5,2020
BANG FARIZ DWI HANDOYO,Makanan,5,2020
Nurkholismajid Nugroho,kehilangan ibu,5,2019
Sofyan M,Mammenn,5,2020
Edi Kusnanto,Mantap,5,2020
Haryanto St,MM,5,2019
Syam Lidu Kh,Bagus,5,2023
Pak Man Ok,Manatab,5,2020
Toko bunga MA Florist tangerang,Bagus,5,2023
Syarif Bob,Ulasan Netral,3,2023
Samia Sofianti,mantpp,5,2020
R Galuh,Mantap,5,2020
Cun Wih Kwe,Siiiipp,5,2020
Wardoyo Doyo,Oke,5,2021
Rifki Adi Laksana,Tidak,5,2019
Muhamad Rafli Setiawan,Pedas maan :)),5,2019
Poppi Lodaya,Nikmatilah,5,2019
Fa Tsu gwenk Tsu gwenk,Bagus,5,2023
teuku chandra,"Ayam goreng biasa,",5,2019
mubarok ah,Oke,5,2022
ki camank,Atas,5,2022
haer gojek,Oke,5,2020
Natanael Firman Manik,Oke,5,2021
Abizar al story,Oke,5,2021
hey zah,orang kaya,5,2020
PAS13 Ceria,Malassss,5,2020
Trojan Virus,Direkomendasikan ,5,2020
budi doyo,Atas,5,2018
Hendri Endi,Oke,5,2018
nurul adindaa,Tembaga,5,2018
Adnan Rayfansyah,Ulasan Netral,3,2024
Ardian,Ulasan Netral,3,2020
Fnd Liu,Bagus,5,2018
Septiadi Rahmawan,Ya ampun,5,2018
Ahmad Tarmizi,Istirahat,5,2018
Niftah Nurjanah,Nyaman,5,2019
Sanofi Arfiyanti,Bagus,5,2020
Tiara Septi,Bagus,5,2025
wiwit prasetiyo,Bagus,5,2019
Dedi Mulyana,Atas,5,2019
Azis S Harnandi,Cinta,5,2020
Nunung Srie Moelyani,Enak,5,2019
adhi ariyanto,Bagus,5,2020
wendy beginnersluck,Bagus,5,2020
fatwa maulana,Tempat yang indah,5,2018
Wahyu Widiastuti,Bagus,5,2018
Fiqron official,Tuhan,5,2023
Ferry Gustian,Tempat yang bagus,5,2020
desy asusanti,Menyukai,5,2022
hurrie dams,Makanan yang sempurna,5,2019
Ferry Apriyana,Ulasan Netral,3,2023
yayat hermawan,Ulasan Netral,3,2023
Anonym,Ulasan Netral,3,2023
Benyamien Martino (Nino van der Muur),Ulasan Netral,3,2023
alif setiawan,Ulasan Netral,3,2023
syifa adelya,Ulasan Netral,3,2023
Okti,Ulasan Netral,3,2023
hery heryana,tempat yang bagus,5,2018
Anita Permata Sari,Ulasan Netral,3,2023
Varkhatul Aoniyah,Ulasan Netral,3,2023
Meshal A,Ulasan Netral,3,2023
Agung Aditya,Ulasan Netral,3,2022
Andi Sonbranded,Ulasan Netral,3,2022
Amr Rachid,makanan pedas,5,2021
Ayu Dwi Jayanti,Cinta orang kaya ,5,2019
Doni Ndoell,Ulasan Netral,3,2020
Andrie D. Nurdin (iday212),Restoran keluarga,5,2020
Viha Bhri,Sayang...,5,2017
Agustina Rianawati,antriiii,5,2020
Ulfa Indriana,Terdebesttttt,5,2020
Robby Triyansyah,Ulasan Netral,3,2025
Nabila Noviyanti,Ulasan Netral,3,2025
Muhammad Gibran Mahesa,Ulasan Netral,3,2025
Rahmat Budi,Ulasan Netral,3,2025
shafitri hidayat,Ulasan Netral,3,2025
Tuguzaro Gulo,Ulasan Netral,3,2025
Aprizan Efendi,Ulasan Netral,3,2025
Ravell Aditya,Ulasan Netral,3,2025
Muhamad Mansur,Ulasan Netral,3,2024
Anggara Yudha Pratama,Ulasan Netral,3,2024
Teddy Nursyafrani,Ulasan Netral,3,2024
Aditya Dwi Satria,Ulasan Netral,3,2024
Janwar,Ulasan Netral,3,2024
Dewa Child,Ulasan Netral,3,2024
Tigerheart Nurusyamsi,Ulasan Netral,3,2024
Samba Maulana,Ulasan Netral,3,2024
Desta Tata,Ulasan Netral,3,2024
Nisa Sania Indah Pramesti,Ulasan Netral,3,2024
Hidayat Hidayat,Ulasan Netral,3,2024
han sa,Ulasan Netral,3,2025
M Yusuf,Ulasan Netral,3,2024
fenny eka,Ulasan Netral,3,2024
Nahwan Fauji,Ulasan Netral,3,2024
sandy febra,Ulasan Netral,3,2024
Yehuda Darren,Ulasan Netral,3,2024
Gilang Romadon,Ulasan Netral,3,2023
Riz Faiz,"Dateng di Hari Minggu Malam, sekitar jam 18.30 kondisi ramai antrian, tempat makan lantai 1 dan 2 penuh. Dapet nomor antrian, Sambil menunggu makanan cari tempat dlu. ",4,2025
lisang cahyadi,"Krim soup nya enakNasi nya kecil banget bisa di lihat perbandingan kepalan sayaDpt free mie goreng ,nice",4,2024
Thomz Nics,"Saya baru lihat outlet Richeese Factory ini yang beda konsep, dengan modern light interior design, it looks warm and spacious. Soal menu, memang Richeese jagonya sauce rasa keju...enak ada manis dan legitnya. One thing needs improvement is the service speed..in order to avoid a long waiting time.",4,2025
endri kusumah,"Tempat bersih, lumayan antri tapi cepet, anak-anak suka. Lebih murah kalo paketan, klo kira-kira gak abis kalo pesen paket yang banyak mending separuhnya di take way. Ada mushola juga diatas, ruang atas ada indoor dan outdoor.",4,2024
Reni perwira,"mayan banget donk  beli richeese Bisa tebus beli mie nya 10k aja dapat 4maklum cuma order buat diri sendiri wkwkwkactually si biar buat promo nya, ",4,2023
Muhammad Iqbal Hikmatyar,"Menyediakan berbagai menu ayam, selain itu tersedia juga burger. Sebagai teman makan bersama ayam, juga disajikan nasi hangat. Menu ayam juga dibalur dengan saus pedas. Terdapat beberapa tingkatan pedas, mulai dari level 0 sampai level 5. ",4,2023
Fariz Hidayat,"Lokasinya dipinggir jalan raya, parkirannya luas, 2 lantai, ada indoor ada outdoor",4,2024
Julio Wijaya,"Makanan oke, hanya karyawan kurang memperhatikan kebersihan (meja banyak yg kurang bersih  tidak segera dirapihkan)",4,2024
Sherina,Pink lava nya stok yg banyak plisssss dateng jam 6 masa udh abis sihh ,4,2023
Munir El Haddadi,Oke seperti tempat makan sejenis lainya,4,2022
Helmi Yusuf,Ayam nya oke  juicy dan lemon tea nya the best.Koreksi nya cuma di rasa nya kurang merata dan dominan ke asin dan pink lava nya kurang manis menurut lidah saya.,4,2024
Dana Ayu,"Seperti biasa,harus nunggu lumayan lama",4,2024
Paimin Cmj,Harganya membingungkan. Nggak sesuai yg di menu book/iklan.Tolong untuk minumannya disiapkan sedotannya nggak masalah ditambhkan harganya yg penting jelas,4,2024
Callysta Faadhilah,masa chicken yg normalnya angetan mana keras bgt trus ayamnya item keras. ayam wingsnya kecil bgt.,4,2024
Ahmad Firdaus,"enak sih tempat nya nyaman,dapet es krim gratis juga",4,2021
Adi Candra,"Suasana dan makanan recomend.Layanan :  no antrian pesanan tidak sesuai urutan, no antri saya dilewati oleh ",4,2024
wulan sari,"Rasa Yaa kaya Richeese pada umumnya, Tempat lumayan nyaman ,hanya kurang dingin saja. Ada meja yang di lantai 2 view jalan,enakan di atas kalau mau buat nongkrong.  Kebersihan standartlah, ga bersih banget, tapi ya ngga kurang bersih .",4,2023
Tri Joko Susanto,"Pesan paket Personal Fire Flying Chicken di sini, tanggal 31 Oct, tidak dapat perkedel. Sementara di tempat lain, dapat. Jadi bintang saya kurangi 1.Kalau pesanan paket lainnya normal.",4,2023
rony nandakavira,"Pelayanan lumayan bagus, hanya antrian untuk order konsumen reguler dengan ojol food disatukan serasa kurang nyaman suasananya  Dan untuk stuk billing klo print tak jelas jangan diberikan dong, waktu pengambilan no.antrian tak terbaca.",4,2022
Eka Ayu Raniya,"Seperti tempat makan fast food pada umum nya, berlantai 2 dengan bagian atas area smoking. Dengan pemandangan luar jalanan kota tangerang. Namun sayang lantai 1 nya kurang terasa Dingin AC nya.",4,2022
Annesia Hermellina,"Panaaaaas. Klo rasa sih memang richeese lah ya, yg firenya memang mantap. Kalau jam.makan siang antriiii sist, jdi jangan marah2 klo ayam hbis/ sedang digoreng/ bareng ojol yg jg rame",4,2022
